transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes
T00522,U123,01/04/2021,Expense,Travel,646,,Hyderabad,Netflix subscription
T00716,U192,11/12/2022,Expense,Rent,255,UPI,Bengaluru,Salary
T02702,U074,01/22/2021,Expense,Entertainment,196,Card,Pune,Course fee
T04054,U177,2021-12-03,Income,Other Income,"67,801",Card,Hyderabad,Gift
T10204,U086,2022-02-23,Expense,Education,210,Card,Lucknow,Course fee via app
T10270,U014,10/18/2022,Expense,Rent,908,Cash,Jaipur,
T14228,U167,19-12-21,Expense,Health,159,,Chennai,Monthly rent cash
T07745,U031,03-02-19,Expense,Food,176,Bank Transfer,KOLKATA,Grocery shopping
T04566,U076,2019-10-06,Expense,,"1,713",UPI,Mumbai,Netflix subscription
T05280,U059,2019-06-18,Income,Salary,"82,595",Cash,Pune,Monthly rent
T04409,U191,10/13/2020,Expense,Food,"1,363",UPI,Pune,Gift
T01445,U108,05/03/2019,Expense,Education,$653,Bank Transfer,,
T12553,U029,December 22 2021,Income,Other Income,"102,640",Cash,Jaipur,Grocery shopping via app
T06463,U039,07/06/2020,Expense,Utilities,408,Cash,Jaipur,Uber to office
T01032,U080,11-03-22,Expense,Rent,403,UPI,Jaipur,Paid electricity bill late
T01832,U190,07-04-22,Expense,Travel,945,UPI,Ahmedabad,Dinner at resto 
T11342,U113,16-11-21,Expense,Rent,"₹2,913",UPI,,Gift
T03676,U121,23-02-20,Expense,Health,453,Cash,Lucknow,Dinner at resto cash
T07889,U186,04/08/2020,Expense,Utilities,418,Cash,Bengaluru,Netflix subscription 
T01596,U080,2020-02-03,Expense,Entertainment,813,Bank Transfer,Delhi,Gift 
T06665,U001,28-12-19,Expense,Rent,523,Cash,Bengaluru,Salary late
T11592,U149,2019-09-07,Expense,Savings,146,UPI,Pune,Grocery shopping
T05549,U073,2021-09-11,Income,alary,"₹56,068",Bank Transfer,Chennai,Doctor visit
T03294,U081,09-04-22,Expense,Rent,"₹1,663",UPI,delhi,Grocery shopping
T05446,U186,07-09-22,Expense,Rent,292,UPI,Hyderabad,Paid electricity bill
T08985,U062,06/23/2022,Expense,Utilities,221,Cash,,Paid electricity bill
T01405,U016,2022-08-05,Expense,Rent,663,Bank Transfer,Delhi,Dinner at resto
T06369,U031,May 24 2021,Expense,Rent,33,UPI,Ahmedabad,Course fee cash
T01873,U122,28-01-22,Expense,Food,314,Cash,Jaipur,Paid electricity bill
T09071,U131,11/16/2020,Income,Bonus,"71,726",Cash,Ahmedabad,Paid electricity bill late
T12215,U168,2022-05-15,Expense,Savings,"2,214",Card,Chennai,Doctor visit
T03063,U104,August 30 2020,Expense,Savings,"₹4,205",UPI,Pune,
T12632,U099,September 19 2021,Income,Bonus,"37,303",UPI,Delhi,Uber to office
T04753,U064,09/28/2020,Income,Bonus,"52,425",CCard,Ahmedabad,Doctor visit late
T04119,U016,01-06-22,Expense,Food,$194,Cash,Delhi,Monthly rent cash
T03116,U062,2022-11-11,Expense,Food,359,Cash,Jaipur,Gift
T13255,U015,2019-04-02,Expense,Rent,₹310,Card,Chennai,Course fee
T08370,U045,29-01-20,Expense,Entertainment,"1,009",Card,Pune,Grocery shopping 
T08701,U147,2019-03-29,Income,Salary,"43,306",UPI,kolkata,Dinner at resto via app
T03751,U042,03-12-22,Expense,Savings,184,Card,Bengaluru,Gift
T11719,U088,2021-01-24,Expense,Food,454,UPI,Bengaluru,Monthly rent
T00525,U076,09-05-19,Income,Bonus,"65,788",Bank Transfer,Kolkata,Doctor visit via app
T06637,U186,2021-01-08,Expense,Rent,311,UPI,bengaluru,VRYeGIzdX
T10502,U085,07/27/2020,Expense,Food,138,UPI,Kolkata,Paid electricity bill
T12872,U055,2019-03-06,Expense,Utilities,"1,330",UPI,Ahmedabad,Gift 
T00315,U066,2022-05-31,Expense,Food,"1,578",Bank Transfer,Delhi,Gift
T01451,U077,05/30/2021,Expense,Food,489,Bank Transfer,Pune,Dinner at resto
T02154,U169,10/08/2019,Expense,Food,117,UPI,Jaipur,Course fee cash
T06677,U167,10-01-20,Expense,Travel,433,Card,Ahmedabad,yZ5jNmI32rc0deWnpbe
T11089,U055,September 05 2020,Expense,Health,211,Cash,Hyderabad,Doctor visit
T03978,U151,October 30 2022,Income,Other Income,"29,719",Card,Pune,Gift
T03370,U131,2020-03-29,Expense,Rent,965,Cash,Delhi,Salary late
T13154,U047,06/28/2022,Expense,Rent,351,UPI,Mumbai,Grocery shopping
T07393,U157,08/21/2019,Expense,Othres,534,,Pune,Grocery shopping
T02605,U058,05/25/2021,Expense,Food,"1,571",Bank Transfer,Pune,Doctor visit
T09995,U173,24-10-19,Expense,Travel,"1,096",Bank Transfer,Kolkata,Grocery shopping 
T07943,U090,23-07-22,Income,Other Income,"61,524",Bank Transfer,Jaipur,
T07014,U029,29-03-19,Expense,Utilities,184,Card,pune,Dinner at resto
T14459,U078,12/22/2021,Expense,Food,₹471,Bank Transfer,mumbai,Doctor visit
T13719,U111,2019-11-19,Expense,Ren,114,Card,Pune,Doctor visit 
T01731,U147,02-01-21,Expense,Food,116,Card,Chennai,Course fee 
T07371,U076,,Expense,Food,371,Bank Transfer,jaipur,Paid electricity bill
T08161,U168,02/02/2022,Income,Salary,"70,217",UPPI,,Dinner at resto 
T04244,U139,10-02-20,Expense,Food,775,Card,Jaipur,Uber to office
T14319,U038,May 08 2019,Expense,Rent,273,Bank Transfer,Chennai,Dinner at resto cash
T12057,U075,22-04-19,Expense,Travel,259,Bank Transfer,Hyderabad,Monthly rent via app
T11935,U054,2021-01-10,Expense,Rent,194,Card,lucknow,Paid electricity bill
T06758,U170,03-02-22,Income,,"44,806",Cash,Lucknow,Paid electricity bill 
T10897,U141,2021-06-04,Expense,Rent,60,Cash,hyderabad,Doctor visit
T06969,U177,2019-06-19,Expense,Travel,298,Cash,Kolkata,Paid electricity bill
T00076,U189,23-11-21,Expense,Rent,826,Card,Jaipur,Monthly rent
T07958,U106,22-05-20,Expense,Rent,"1,155",Cash,Mumbai,Gift
T12677,U013,November 22 2022,Income,Salary,"51,984",Bank Transfer,,Monthly rent
T02532,U079,2021-11-15,Expense,Food,151,UPI,Ahmedabad,Grocery shopping
T04027,U158,10/14/2019,Expense,Rent,₹250,Bank Transfer,Chennai,Monthly rent
T02157,U123,11/28/2020,Expense,Rent,29,Bank Transfer,Hyderabad,Salary
T07653,U023,2020-01-19,Expense,Travel,"2,289",UPI,,Uber to office
T10025,U091,19-05-19,Income,Bonus,"51,039",Card,Bengaluru,Course fee
T08732,U106,10/05/2022,Expense,Rent,"3,709",UPI,mumbai,EdywH8aKVth44
T01769,U100,12/20/2021,Expense,Utilities,202,Bank Transfer,Mumbai,8AxepuWTIfBR8RGsW
T11642,U115,2019-03-06,Expense,Entertainment,"1,296",UPI,Jaipur,
T07684,U093,2019-07-19,Expense,Svings,466,Card,Delhi,Gift
T03386,U178,April 15 2020,Expense,Food,50,Cash,Ahmedabad,Netflix subscription
T14283,U154,12/26/2020,Expense,Food,"1,073",UPI,kolkata,Gift
T05933,U105,2021-09-30,Expense,Savings,288,Bank Transfer,Hyderabad,Monthly rent cash
T13802,U054,2019-12-31,Income,Bonus,"69,526",Cash,Hyderabad,Gift
T05299,U081,October 25 2019,Expense,Rent,287,Card,Hyderabad,Paid electricity bill
T01309,U106,2019-11-18,Expense,Food,"2,263",UPI,Hyderabad,Course fee via app
T09788,U181,12/30/2019,Expense,Reent,469,Bank Transfer,Pune,Salary
T07810,U175,26-01-20,Expense,Utilities,37,Cash,Ahmedabad,Salary
T00334,U189,04/05/2022,Expense,Travel,318,UPI,Jaipur,Monthly rent
T12988,U026,,Expense,Food,$165,UPI,Ahmedabad,Netflix subscription 
T07803,U139,October 24 2021,Expense,Fodo,₹248,Cash,Bengaluru,
T09486,U166,December 29 2022,Expense,Health,669,UPI,Jaipur,Salary
T01904,U053,12/18/2021,Expense,Food,"1,322",Cash,mumbai,Course fee
T13399,U170,17-08-19,Expense,Food,419,Bank Transfer,Bengaluru,Course fee
T08518,U143,2022-07-26,Expense,Utilities,601,Bank Transfer,Delhi,
T06494,U039,2020-08-30,Income,Salary,"50,859",Bank Transfer,Chennai,Netflix subscription
T04748,U124,2019-02-01,Expense,Entertainment,71,Bank Transfer,Hyderabad,
T01493,U114,February 17 2022,Expense,Food,333,Card,Kolkata,Dinner at resto
T07184,U097,15-07-21,Expense,Travel,$79,Bank Transfer,Kolkata,Doctor visit
T01403,U168,04/10/2020,Income,Salary,"54,552",Cash,Chennai,Monthly rent 
T14336,U191,April 18 2020,Income,Bonus,"78,345",Bank Transfer,Pune,NDHF8tdqNewIJtTKw
T01393,U183,02-02-22,Expense,Travel,700,Card,,Doctor visit
T00433,U165,09-11-20,Expense,Entertainment,131,Card,mumbai,Uber to office
T01735,U162,08/17/2022,Expense,Travel,536,Bank Transfer,Jaipur,Monthly rent
T03784,U120,May 03 2022,Expense,Utilities,737,Card,Bengaluru,Uber to office 
T07340,U072,April 26 2022,Expense,Others,77,UPI,Kolkata,BqxPtAR949x0e
T04522,U029,2019-03-11,Expense,Food,590,Cash,Bengaluru,Monthly rent
T03683,U021,06/21/2019,Income,Salary,"73,184",UPI,Jaipur,Course fee late
T05375,U181,2020-07-18,Expense,Rent,487,Card,Hyderabad,Monthly rent
T02109,U074,06-12-19,Expense,Food,$91,UPI,Lucknow,Gift
T10550,U191,09/16/2021,Expense,Travel,"₹1,163",Cash,,8kLqM2Mg
T06881,U081,2020-03-04,Expense,Entertainment,354,Cash,Bengaluru,Gift
T14076,U091,2022-04-27,Expense,Food,390,Cash,Kolkata,
T00043,U137,09/11/2021,Expense,Utilities,62,UPI,Kolkata,Doctor visit
T04805,U045,2022-05-24,Expense,Rent,397,Card,bengaluru,Grocery shopping
T09570,U106,09-01-21,Income,Bonus,"53,190",Card,hyderabad,Grocery shopping
T05449,U074,March 14 2019,Expense,Food,947,Card,Pune,Monthly rent cash
T09323,U134,10/17/2021,Expense,Food,124,Cash,Lucknow,Gift
T13812,U056,04-01-21,Expense,Travel,346,Card,Delhi,Course fee cash
T09005,U060,01/06/2020,Expense,Health,947,Bank Transfer,Kolkata,Paid electricity bill
T02977,U093,03/17/2019,Expense,Food,159,UPI,Jaipur,Dinner at resto
T03475,U069,07/24/2019,Income,Bonus,"₹61,893",Card,Chennai,Uber to office
T03854,U011,18-10-19,Expense,Food,243,Cash,Ahmedabad,Doctor visit
T05250,U188,05/22/2021,Expense,Rent,₹251,Card,Hyderabad,Gift
T08468,U124,04-04-20,Expense,Others,313,Card,Kolkata,Course fee
T01214,U170,2020-03-08,Expense,Food,486,Cash,Chennai,Monthly rent
T07735,U116,10-03-21,Expense,Rent,₹772,Cash,Jaipur,Course fee
T05891,U076,2021-12-28,Expense,Otehrs,"$3,129",Card,Lucknow,
T08406,U104,17-06-22,Expense,Rent,145,Card,Pune,Netflix subscription 
T08366,U005,2019-04-09,Expense,Travel,334,UPI,pune,Doctor visit
T08130,U091,12/03/2020,Expense,Utilities,"1,944",Bank Transfer,Bengaluru,Netflix subscription
T01745,U177,2021-01-31,Expense,Entertainment,,Bank Transfer,Jaipur,Uber to office late
T00134,U137,,Expense,Savings,248,Bank Transfer,Kolkata,Paid electricity bill
T05630,U121,2019-04-19,Expense,Travel,185,Bank Transfer,Mumbai,
T05365,U069,,Expense,Travel,"3,940",Bank Transfer,Mumbai,Dinner at resto
T02458,U016,03/06/2021,Expense,Rent,288,Cash,Ahmedabad,Salary 
T08234,U157,December 31 2022,Expense,Travel,305,Cash,Kolkata,Course fee
T03472,U059,09-05-19,Expense,Food,258,Card,lucknow,zAIeTurBqo21aVU5r5d
T03111,U017,2021-01-18,Expense,Rent,571,Card,Pune,Paid electricity bill
T08923,U084,2019-12-06,Income,Salary,"62,204",Cash,Hyderabad,Netflix subscription
T09784,U127,March 12 2021,Expense,Food,225,Bank Transfer,Ahmedabad,Dinner at resto 
T07594,U055,2022-10-24,Expense,Rent,"1,261",Cash,Delhi,Monthly rent
T13655,U082,October 08 2020,Expense,,301,Card,Ahmedabad,Uber to office
T05729,U074,06/17/2021,Expense,Utiliities,337,Cash,Delhi,Grocery shopping cash
T03420,U178,,Expense,Food,$152,Cash,ahmedabad,Grocery shopping
T06614,U111,25-07-22,Expense,Others,₹329,UPI,Pune,Course fee
T06624,U180,09/17/2020,Expense,Food,919,Cash,BENGALURU,Paid electricity bill
T08741,U170,28-04-19,Expense,Entertainment,382,,Bengaluru,Salary
T08313,U075,May 07 2020,Expense,Food,247,Bank Transfer,Jaipur,Dinner at resto
T07591,U139,25-01-21,Expense,Rent,470,Bank Transfer,Mumbai,
T05870,U053,11-02-22,Expense,Rent,602,Card,Delhi,Salary 
T03660,U150,16-09-21,Expense,Food,262,Bank Transfer,Ahmedabad,Doctor visit
T08734,U035,02/23/2021,Expense,,$74,Cassh,Delhi,HLIxywuYJhCW7kJZaZ
T09109,U018,12/08/2022,Expense,Utilities,114,Card,Bengaluru,Gift
T08821,U185,2020-12-06,Income,Salary,"48,747",UPI,Bengaluru,Uber to office
T05915,U058,03/25/2021,Expense,Rent,548,Card,Mumbai,Doctor visit 
T01562,U121,05-04-19,Expense,Utilities,163,Cash,Chennai,Dinner at resto cash
T10175,U064,11/04/2020,Expense,Rentt,96,,Hyderabad,YXa6Ktn7LLyBtkGfN
T07159,U031,2020-11-25,Expense,Utilities,₹130,Bank Transfer,Bengaluru,Grocery shopping
T11243,U068,2021-11-16,Income,alary,"59,445",UPI,Pune,Paid electricity bill
T02105,U075,03/27/2019,Expense,Food,470,UPI,Pune,Netflix subscription
T12778,U058,2022-10-28,Expense,Food,"1,628",Bank Transfer,Pune,Doctor visit
T03239,U065,13-03-22,Income,Bonus,"45,506",Bank Transfer,Lucknow,Netflix subscription
T09766,U082,20-08-20,Expense,Others,₹129,Bank Transfer,Bengaluru,Salary
T09210,U111,07/03/2022,Expense,Food,₹132,Bank Transfer,Mumbai,Doctor visit
T11407,U036,08/05/2021,Expense,Food,"1,242",Bank Transfer,Lucknow,Salary
T02512,U148,11/02/2020,Expense,Rent,706,,Chennai,Dinner at resto late
T07523,U110,07/02/2022,Expense,Health,477,Cash,Chennai,
T07542,U128,2019-01-31,Expense,Food,569,Card,Hyderabad,Netflix subscription
T08330,U166,2021-03-15,Expense,Rent,322,Bank Transfer,Ahmedabad,Course fee
T07906,U036,2021-05-25,Expense,Rent,"$1,046",UPI,Ahmedabad,Gift late
T03733,U040,17-02-22,Expense,Rent,161,Card,Mumbai,Monthly rent
T13508,U086,2020-05-14,Expense,Health,240,Cash,HYDERABAD,Doctor visit
T10802,U148,2021-06-11,Income,Other Income,"81,568",,chennai,Monthly rent
T07825,U176,2019-05-21,Expense,FFood,"$3,438",Bank Transfer,Bengaluru,Monthly rent 
T08441,U093,2019-06-28,Expense,Utilities,326,UPI,Jaipur,Netflix subscription 
T04251,U060,04/03/2019,Income,Salary,"$72,799",Cash,Hyderabad,Grocery shopping
T14014,U100,05/20/2019,Expense,Food,50,Cash,jaipur,Paid electricity bill
T00184,U148,July 22 2021,Expense,Rent,283,Bank Transfer,Chennai,Doctor visit 
T11353,U028,February 23 2019,Expense,Food,575,UPI,Lucknow,Doctor visit 
T07841,U050,03/03/2019,Expense,Others,536,Cash,Chennai,Netflix subscription
T01029,U003,20-12-19,Expense,Travel,106,PUI,Kolkata,Monthly rent late
T05066,U174,July 23 2020,Income,Bonus,"26,373",Card,Kolkata,Uber to office
T00400,U002,September 04 2019,Income,Bonus,"66,773",Card,Lucknow,
T02060,U041,2019-06-23,Expense,Travel,₹296,Bank Transfer,Lucknow,Grocery shopping
T12353,U066,03/21/2021,Expense,Food,367,UPI,Pune,Paid electricity bill
T14500,U098,02/02/2022,Expense,Rent,671,Bank Transfer,Chennai,Course fee
T08304,U120,01/09/2022,Income,Bonus,"43,509",Card,Ahmedabad,Monthly rent
T10815,U147,26-02-22,Expense,Food,149,Card,Delhi,Gift 
T07142,U012,May 24 2022,Expense,Entertainment,90,Card,Lucknow,Salary
T09156,U014,2019-07-17,Expense,FFood,389,UPI,Bengaluru,Grocery shopping via app
T13590,U082,2019-12-08,Expense,Food,430,Bank Transfer,Delhi,Gift
T01697,U090,05/01/2021,Income,Bonus,"55,008",,Hyderabad,Salary
T10279,U027,08/20/2019,Expense,Rent,142,Bank Transfer,Bengaluru,Salary
T08616,U021,02/19/2021,Expense,Food,215,UPI,Delhi,
T02347,U114,2021-10-19,Expense,Utilities,105,Bank Transfer,Kolkata,Grocery shopping cash
T03406,U038,04-01-19,Expense,Savings,418,Bank Transfer,Delhi,Course fee
T10675,U009,2022-04-18,Income,Bonus,"44,563",UPI,Lucknow,Course fee
T08719,U030,November 11 2022,Expense,Food,-121,Bank Transfer,Chennai,Uber to office 
T00935,U035,10/17/2019,Expense,Utilities,204,,Lucknow,Salary
T06706,U047,15/11/20,Expense,Food,919,UPI,Delhi,Paid electricity bill
T01086,U134,20-01-22,Expense,Food,490,UPI,Ahmedabad,Uber to office 
T11911,U034,March 16 2019,Expense,Food,₹206,Card,Jaipur,Paid electricity bill
T14189,U014,01-04-20,Expense,Travel,$376,Bank Transfer,Chennai,Monthly rent
T01629,U088,01/01/2022,Expense,Travel,₹105,Cash,Ahmedabad,Paid electricity bill
T09688,U049,2020-06-03,Expense,Entertainment,"₹4,432",Bank Transfer,Ahmedabad,Course fee
T01226,U140,10/27/2020,Expense,Travel,255,,Chennai,Paid electricity bill 
T13911,U170,02/11/2020,Expense,Food,"8,008",Cash,Lucknow,Monthly rent
T04144,U022,July 20 2022,Expense,Others,616,,Mumbai,Paid electricity bill
T10310,U174,14-05-21,Income,Bonus,"74,698",Cash,Jaipur,
T12143,U163,2019-09-29,Expense,Rent,₹274,Card,Ahmedabad,Uber to office cash
T02630,U162,02/25/2020,Expense,Entertainment,68,Card,Mumbai,Doctor visit
T01811,U133,2022-03-21,Expense,Travel,₹55,Card,Delhi,Course fee
T00717,U091,11/12/2020,Expense,Utilities,"₹2,788",Card,Ahmedabad,Course fee
T00645,U091,15-02-20,Expense,Food,"1,772",Bank Transfer,Chennai,Gift
T00712,U083,01-03-20,Expense,Savings,"1,021",UPI,Lucknow,Grocery shopping
T08331,U005,2020-09-24,Expense,Utilities,523,Card,Pune,Dinner at resto
T09731,U184,June 09 2020,Expense,Travel,221,Card,Jaipur,Uber to office
T11725,U006,2022-03-06,Expense,Food,,Card,Chennai,Paid electricity bill
T09738,U140,15-02-21,Expense,Utilities,59,Bank Transfer,Hyderabad,Course fee 
T03276,U047,05/30/2020,Expense,Rent,₹170,UPI,Mumbai,Grocery shopping
T04362,U116,26-09-19,Expense,Rent,93,Cash,Lucknow,Paid electricity bill
T11240,U049,18-05-19,Income,Salary,"33,520",Bank Transfer,Pune,Netflix subscription late
T06140,U078,08/24/2022,Income,Other Income,"58,974",Cash,Jaipur,5eXgc798j
T14114,U027,2021-09-11,Income,Salary,"37,942",UPI,Lucknow,Netflix subscription
T00141,U015,2022-07-22,Expense,Utilities,401,Cash,Ahmedabad,Uber to office
T06986,U002,2019-10-18,Expense,Rent,"1,418",Cash,Jaipur,Dinner at resto
T05853,U027,2021-04-25,Expense,Utilities,140,Bank Transfer,Ahmedabad,Paid electricity bill 
T02541,U152,2019-08-15,Expense,Food,"1,942",UPI,Mumbai,Netflix subscription
T14450,U055,11/05/2020,Expense,Others,20,Card,Bengaluru,Course fee
T03921,U148,2019-05-30,Expense,Savings,"1,842",Bank Transfer,Bengaluru,Dinner at resto
T02785,U145,2021-08-19,Income,Salary,"65,437",Bank Transfer,Ahmedabad,Netflix subscription
T13287,U051,04/23/2021,Expense,Others,130,Cash,KOLKATA,Paid electricity bill
T07129,U044,2020-04-29,Income,Bonus,"₹57,548",Cash,Ahmedabad,Dinner at resto cash
T11654,U143,29-06-20,Expense,Rent,"1,740",Cash,Lucknow,Doctor visit
T08169,U111,2021-10-22,Expense,Food,132,Cash,Ahmedabad,Doctor visit
T01264,U115,13-11-19,Expense,Food,289,UPI,Lucknow,Uber to office
T05672,U107,February 08 2020,Expense,Travel,"4,244",Cash,ahmedabad,Course fee
T08808,U110,2021-06-12,Expense,Travel,"999,999",Bank Transfer,Chennai,YMbXvUmHS7
T04422,U145,2019-01-28,Expense,Travel,"1,380",UPI,Kolkata,Grocery shopping
T06305,U101,06-06-20,Expense,Travel,196,Cash,,Paid electricity bill
T05387,U077,10-08-21,Income,Othre Income,"73,884",Card,Mumbai,Salary
T05417,U033,07-08-22,Income,Other Income,"58,331",Bank Transfer,Mumbai,Netflix subscription
T01637,U189,2021-06-22,Expense,Rent,"1,688",Cash,Pune,Course fee 
T03544,U043,April 16 2019,Income,Salary,"$68,683",Cash,Delhi,Paid electricity bill via app
T08469,U167,2020-05-03,Expense,Food,$546,Bank Transfer,Delhi,Doctor visit via app
T09778,U090,,Expense,Travel,561,Cash,Kolkata,Uber to office
T08307,U129,August 27 2021,Expense,Food,52,Cash,Bengaluru,
T06238,U036,May 28 2022,Expense,Food,"1,143",Cash,Bengaluru,Grocery shopping late
T00190,U138,2022-07-19,Expense,Others,$196,UPI,Ahmedabad,Doctor visit
T10388,U082,11/05/2020,Expense,FFood,605,Bank Transfer,hyderabad,Uber to office 
T03146,U112,11/04/2021,Expense,Rent,"2,257",Card,Lucknow,Monthly rent
T11538,U017,May 25 2020,Expense,Food,225,Cash,Kolkata,Uber to office
T03339,U095,10-01-20,Expense,Food,"2,607",Cash,Hyderabad,
T05398,U156,2022-07-10,Expense,Rent,995,UPI,Kolkata,Paid electricity bill
T06166,U089,2021-10-10,Income,Bonus,"60,229",Bank Transfer,Bengaluru,
T01569,U183,2022-08-06,Expense,Utilities,178,UPI,Lucknow,Gift cash
T06649,U074,September 09 2021,Expense,Others,82,Cash,Chennai,Gift
T04651,U162,09/23/2020,Expense,Food,48,Cash,Jaipur,Paid electricity bill
T10474,U028,11/11/2019,Expense,Travel,330,Bank Transfer,Kolkata,Gift
T02663,U141,03/26/2019,Expense,Food,245,Cash,Bengaluru,irIkfHohBlL1T
T07250,U123,08/22/2019,Expense,Food,215,Bank Transfer,Pune,Course fee via app
T10781,U048,2019-05-21,Expense,Rent,"9,053",Bank Transfer,Lucknow,Salary cash
T11561,U046,16-08-21,Expense,Utilities,,Cash,Kolkata,Gift
T05868,U053,2021-07-01,Expense,Travel,"1,017",Cash,bengaluru,
T03118,U178,2019-11-23,Expense,Travel,76,Cash,Lucknow,Course fee cash
T08607,U057,2019-05-22,Income,Salary,"41,265",Cash,Hyderabad,Course fee 
T11924,U094,2019-03-24,Expense,Food,184,Cash,Jaipur,Grocery shopping
T12020,U092,2020-07-27,Expense,Entertainment,657,UPI,Kolkata,
T08152,U132,19-01-19,Income,Other Income,"66,818",UPI,Mumbai,Uber to office
T11308,U064,01/27/2022,Expense,Food,572,UPI,Lucknow,
T11746,U127,04/13/2019,Expense,Entertainment,₹393,Card,Kolkata,
T08836,U122,2020-08-08,Expense,Entertainment,595,UPI,mumbai,GoEg00ePziOR
T02163,U155,2020-07-07,Expense,Others,575,UPI,Jaipur,Gift
T04679,U017,2021-04-19,Income,Salary,"65,717",Card,Pune,Gift
T08856,U082,24-01-21,Expense,Food,55,UPI,Chennai,iY3LEqL6QdFAI3805S
T05200,U191,07/26/2021,Expense,Food,"1,383",Card,Pune,Uber to office
T06029,U114,07/26/2022,Expense,Entertainment,162,Cash,,Netflix subscription
T08933,U118,2020-04-12,Expense,Rent,346,UPI,Pune,Grocery shopping
T12743,U030,April 06 2022,Expense,Education,992,Card,Delhi,Course fee
T08013,U005,05-12-20,Expense,Rent,818,UPI,Delhi,
T08899,U138,2022-01-28,Income,Other Income,"48,517",Bank Transfer,Bengaluru,XknDTsHVf1C1Q0suC
T06934,U112,01-10-19,Expense,Food,539,Bank Transfer,Lucknow,
T00501,U115,04/13/2020,Expense,Food,610,Cash,Kolkata,Grocery shopping
T03126,U033,04/24/2022,Income,Bonus,"₹70,793",Cash,Bengaluru,3iPhKl8J5VSY1owc5
T12624,U107,28-02-21,Expense,Others,193,Bank Transfer,Chennai,Gift
T11942,U038,11/06/2022,Expense,Fod,599,Cash,Pune,Grocery shopping
T04780,U128,28-02-19,Expense,Travel,"1,265",Cash,Jaipur,Paid electricity bill
T12379,U119,,Expense,Utillities,177,Cash,Pune,
T04761,U164,2019-09-29,Expense,Foo,"2,684",Cash,Pune,
T01930,U087,2022-10-16,Expense,Entertainment,"5,381",Card,Chennai,Salary
T08545,U100,July 02 2020,Expense,Food,"8,962",UPI,Chennai,Course fee late
T10447,U182,09-03-19,Expense,Food,581,Cash,Ahmedabad,Netflix subscription
T03428,U165,09/13/2021,Expense,Education,202,Card,kolkata,
T01220,U145,2022-03-19,Expense,Health,"$1,090",Cash,Pune,Grocery shopping via app
T13020,U118,2019-05-05,Expense,Food,110,UPI,Pune,Paid electricity bill
T05683,U142,2020-03-27,Income,Other Income,"63,159",UPI,AHMEDABAD,Course fee
T10222,U086,14-01-20,Expense,Rent,514,Bank Transfer,lucknow,Uber to office
T14785,U126,03/26/2020,Expense,Food,344,UPI,Lucknow,Course fee cash
T14897,U094,2021-04-08,Expense,Food,"1,848",UPI,Hyderabad,Salary
T11175,U119,30-11-21,Income,Bonnus,"64,461",Bank Transfer,Ahmedabad,Grocery shopping
T08517,U100,07/26/2022,Income,Other Income,"45,697",Cash,Kolkata,Salary via app
T03044,U116,02/11/2020,Expense,,"2,206",Card,Hyderabad,Paid electricity bill via app
T05680,U167,05/02/2020,Income,Salary,"51,477",,Bengaluru,Netflix subscription
T00607,U005,December 29 2019,Expense,Entertainment,591,Cash,Mumbai,Salary
T14287,U046,06/27/2022,Expense,Food,672,Bank Transfer,Lucknow,
T02250,U039,08/20/2020,Expense,Food,₹114,Bank Transfer,Chennai,Uber to office
T06052,U016,2019-11-24,Expense,Entertainment,966,Card,Kolkata,Netflix subscription
T13442,U036,24-06-21,Income,Other Income,"61,018",Cash,Bengaluru,Doctor visit
T01883,U109,2021-11-29,Expense,Rent,177,Bank Transfer,Jaipur,Netflix subscription
T14210,U107,November 21 2019,Expense,Food,746,Cash,Pune,6WiM7VjSIV1PBvx9JNYn
T03204,U021,2019-05-23,Income,Bonus,"78,143",Card,Chennai,Dinner at resto
T10349,U071,15-09-19,Expense,Entertainment,348,Cash,Lucknow,Netflix subscription
T09102,U104,2019-07-27,Expense,Food,923,Bank Transfer,Bengaluru,Course fee
T13943,U056,December 06 2022,Expense,Rent,774,Cash,Hyderabad,Gift cash
T11402,U125,January 07 2019,Expense,Utilities,525,Bank Transfer,Jaipur,Dinner at resto
T07124,U034,10-11-21,Income,Salary,"58,848",Cash,Hyderabad,Netflix subscription 
T04565,U179,15-09-22,Expense,Entertainment,222,Bank Transfer,Ahmedabad,Uber to office cash
T14574,U170,2022-03-28,Expense,Rent,239,Bank Transfer,Ahmedabad,Course fee cash
T01495,U162,2020-02-10,Expense,Rent,165,Card,Hyderabad,Paid electricity bill
T11104,U075,July 05 2020,Expense,Foood,"1,316",Card,Delhi,Grocery shopping via app
T07678,U140,05/14/2019,Expense,Others,₹841,Cash,Bengaluru,Dinner at resto via app
T12430,U183,2021-05-27,Expense,Rennt,₹227,UPI,Kolkata,
T03863,U019,24-10-20,Expense,Savings,464,Card,Lucknow,Gift via app
T00326,U116,2019-03-25,Income,Bonus,"68,079",Card,Pune,Dinner at resto via app
T10968,U029,11/28/2022,Expense,Education,181,Cash,Chennai,Netflix subscription
T05532,U083,November 27 2021,Expense,Entertainment,"1,463",UPI,Lucknow,Doctor visit cash
T04203,U040,2021-09-12,Expense,Rent,183,Card,Mumbai,Netflix subscription
T09933,U064,10/29/2019,Income,Salary,"₹57,333",Cash,Kolkata,Monthly rent
