transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes
T7175,U117,26-03-22,Expense,Rnt,2088,Crd,AHMEDABAD,N/A
T0038,U055,2022-06-08,Expense,FOOD,6329,UPI,MUMBAI,...
T10021,U116,15-06-23,Expense,entertainment,₹5427,bank transfer,Ahmedabad,xyz123
T8235,U046,01-01-23,Expense,Food,2291,UPI,lucknow,
T11808,U146,2022-04-05,Income,Salary,50347,Cash,JAI,
T1904,U145,2021-03-01,Expense,Food,2560,Bank Transfer,bangalore,Books
T13997,U086,10/22/2024,Expense,Utilties,$4593,upi,Pune,Movie tickets
T9241,U121,2021-09-20,Expense,rent,3269,,HYDERABAD,
T0813,U028,2023-05-21,Expense,Foods,4978,card,hyderabad,N/A
T0479,U131,07/22/2021,Expense,Foodd,1813,Upi,LUC,...
T9722,U135,05/24/2023,Expense,TRAVEL,5676,CARD,JAIPUR,
T4138,U092,29-07-24,Expense,Rent,48145,CRD,Pune,Grocery shopping
T6090,U131,27-10-2022,Income,Others,62697,CARD,Bangalore,!!!
T8427,U134,22-08-2021,Expense,Utility,9156,card,hyderabad,
T3881,U134,12/14/2021,Expense,Rnt,9614,UPi,Chennai,misc
T0566,U140,06/08/2024,Income,Others,248568,Crd,JAIPUR,Medicine
T0940,U034,07-12-24,Expense,savings,5059,,Lucknow,misc
T6444,U082,2022-10-08,Expense,Education,7280,Crd,,
T6141,U129,2024-09-16,Expense,travel,2345,Bank Transfr,KOLKATA,Monthly rent payment
T11676,U067,2021-03-26,Expense,Entrtnmnt,$8677,UPi,HYDERABAD,Train ticket
T13375,U136,23-04-22,Expense,Foods,2160,CRD,hyderabad,Gym membership
T2941,U124,06/27/2024,Income,Bonus,22339,Csh,ahmedabad,!!!
T2546,U027,28-08-22,Expense,food,$9979,Upi,PUNE,Electricity bill
T11011,U051,2024-10-01,Expense,Utlities,6700,Card,N/A,Doctor consultation
T8410,U060,2023-06-15,Expense,rent,1852,cash,AHM,Lunch
T8791,U004,12-06-21,Expense,Saving,₹5377,CASH,Chennai,Grocery shopping
T10864,U024,11/05/2021,Expense,savings,7392,card,lucknow,
T7902,U046,07/17/2024,Expense,Utilties,₹9741,upi,mumbai,Gym membership
T3955,U003,,Expense,Travl,1681,CARD,CHENNAI,xyz123
T9467,U122,2022-09-17,Expense,Food,4041,bank transfer,Delhi,Coffee
T9495,U010,2023-06-02,Expense,,₹6607,UPI,Delhi,test
T10384,U125,01/22/2023,Expense,Food,1023,,Chennai,misc
T13708,U064,2023-04-24,Income,Bonus,19377,cash,DELHI,
T10053,U131,,Expense,Health,9944,Upi,CHENNAI,Medicine
T12330,U061,20-07-24,Expense,Entertain,9816,CRD,mumbai,Fixed deposit
T13948,U113,10/31/2024,Expense,Others,$8979,CASH,Ahmedabad,EMI payment
T0840,U105,29-03-21,Expense,travel,6579,Cash,PUN,Monthly rent payment
T7486,U025,14-12-2022,Expense,Fod,Rs.-500,UPi,PUNE,xyz123
T11621,U064,18-03-24,Expense,travel,6668,CRD,AHM,
T4547,U097,10/27/2021,Expense,Health,₹2407,CASH,JAIPUR,Shopping
T0661,U052,06/18/2024,Income,Freelance,71587,BankTransfer,LUCKNOW,xyz123
T0653,U129,2023-02-06,Income,Bonus,₹59790,upi,CHENNAI,Shopping
T11406,U131,12/01/2022,Income,Bonus,18816,Crd,LUC,Movie tickets
T7999,U088,26-07-24,Expense,Foodd,$2548,Cash,Bangalore,Monthly rent payment
T6551,U032,02/09/2023,Income,Freelance,63775,Crd,LUC,Internet bill
T1751,U145,2023-08-21,Expense,HEALTH,Rs.325,Csh,CHENNAI,Monthly rent payment
T13856,U077,10-05-2024,Income,Others,17694,BankTransfer,Ahmedabad,Grocery shopping
T2157,U148,10-02-21,Expense,RENT,9019,CRD,Jaipur,
T7815,U147,15-03-2023,Income,Investment,67233,Csh,Lucknow,Fixed deposit
T10450,U075,27-07-24,Expense,rent,5147,Card,KOL,
T10586,U063,14-05-21,Expense,Food,922,card,PUNE,Internet bill
T11561,U085,,Expense,TRAVEL,3178,upi,AHMEDABAD,ATM withdrawal
T4189,U145,03/11/2022,Expense,RENT,2112,,KOL,Train ticket
T5142,U030,12/29/2022,Expense,utilities,4635,card,KOLKATA,misc
T7047,U007,04/18/2024,Expense,Education,3122,CARD,Lucknow,
T7286,U144,12-11-23,Income,Bonus,76998,Crd,MUMBAI,Lunch
T2381,U123,04-09-24,Expense,rent,,CASH,BANGALORE,Petrol
T4558,U079,08/01/2024,Expense,Foods,₹4394,,BAN,xyz123
T1436,U040,17-01-23,Expense,food,3663,bank transfer,JAI,Fixed deposit
T7831,U048,2021-09-06,Income,Others,63251,Card,,Internet bill
T12764,U076,12/24/2023,Expense,Helth,179,Upi,mumbai,asdfgh
T13667,U127,01/17/2022,Expense,Fod,3471,upi,HYD,Internet bill
T12777,U142,2022-04-23,Expense,Foodd,195,Upi,Lucknow,
T3170,U042,07-02-21,Income,Bonus,44914,BankTransfer,LUCKNOW,EMI payment
T2549,U101,09/08/2024,Expense,RENT,6768,Cash,DEL,...
T9668,U068,09/27/2021,Expense,Utilities,9021,BankTransfer,HYD,Internet bill
T8523,U064,,Expense,Traval,6024,BankTransfer,MUMBAI,...
T12822,U049,04-10-22,Expense,Foods,₹4300,Bank_Transfer,delhi,Petrol
T6652,U147,12/21/2023,Expense,Traval,2386,,delhi,Books
T2336,U144,2021-03-05,Expense,TRAVEL,404,BankTransfer,,N/A
T13834,U091,2024-12-09,Expense,Entrtnmnt,6921,BankTransfer,DEL,!!!
T5253,U082,2021-11-21,Expense,Rentt,17265,bank transfer,chennai,Lunch
T8310,U150,2023-07-29,Expense,FOOD,₹8512,cash,ahmedabad,asdfgh
T11059,U112,17-05-2024,Expense,EDU,0,bank transfer,LUC,Internet bill
T6469,U102,09-06-2023,Expense,Travel,Rs.1416,card,,Fixed deposit
T8469,U113,10/18/2024,Expense,Rent,32952,Bank Transfr,PUNE,Gym membership
T3376,U045,2024-04-05,Income,Investment,44601,Card,jaipur,...
T7940,U022,22-08-2024,Expense,rent,8736,Crd,pune,Online course
T12826,U049,02-03-2023,Expense,Food,₹235,csh,JAIPUR,!!!
T3023,U014,16-10-24,Expense,EDU,3588,bank transfer,jaipur,Petrol
T12125,U067,01/31/2021,Expense,FOOD,4113,upi,lucknow,Shopping
T2989,U113,2022-07-27,Expense,Travel,1050,Csh,Ahmedabad,Doctor consultation
T6708,U071,04/29/2021,Income,Bonus,38205,upi,KOLKATA,Books
T5247,U017,12/21/2023,Expense,Entertain,9194,CARD,bangalore,Movie tickets
T5112,U095,2023-10-15,Expense,Utlities,,UPI,DELHI,...
T8711,U048,2024-07-31,Expense,Health,8483,Bank_Transfer,bangalore,Shopping
T4378,U026,2021-07-12,Expense,Utilities,2766,Crd,HYDERABAD,Electricity bill
T11317,U056,08/23/2024,Expense,Rnt,9917,CRD,Mumbai,Online course
T10004,U093,,Income,Bonus,56084,Bank Transfer,MUM,!!!
T8957,U028,12-04-2024,Expense,Utilities,5476,CASH,Jaipur,Restaurant dinner
T2753,U105,10-01-21,Expense,education,9290,Card,Mumbai,Petrol
T0466,U062,16-12-21,Expense,SAVINGS,578,upi,AHMEDABAD,Restaurant dinner
T9846,U085,2021-07-31,Expense,Travel,6780,Bank_Transfer,HYD,Movie tickets
T2472,U126,29-08-23,Expense,FOOD,-500,CASH,DEL,...
T11252,U094,04-03-23,Income,Investment,39948,Bank Transfer,Jaipur,N/A
T4500,U100,2024-09-23,Expense,Education,8108,bank transfer,LUC,Books
T10389,U016,2022-05-05,Expense,health,5533,UPi,HYDERABAD,Gym membership
T5559,U124,2023-08-06,Expense,Education,2506,CASH,JAIPUR,
T12545,U123,2024-05-11,Expense,Rentt,5276,CASH,Lucknow,Monthly rent payment
T3176,U141,2022-12-13,Expense,Rent,39024,Card,DEL,ATM withdrawal
T3837,U077,2023-02-05,Expense,Travel,8285,Cash,CHENNAI,Restaurant dinner
T8514,U036,03/05/2021,Expense,rent,8250,,MUM,Online course
T7831,U048,2021-09-06,Income,Others,63251,Card,,Internet bill
T8308,U015,07/20/2024,Expense,food,8413,Cash,,
T4973,U038,27-04-22,Expense,Foodd,3579,CRD,jaipur,Electricity bill
T10078,U104,2024-07-01,Expense,Food,1972,Upi,DEL,Internet bill
T11480,U064,2022-12-09,Expense,Education,,CASH,LUCKNOW,Internet bill
T1393,U138,06/13/2022,Expense,Foods,232,Cash,LUC,asdfgh
T1876,U120,2022-02-22,Income,Bonus,75496,Upi,PUNE,
T8135,U056,06-02-21,Expense,Utilties,₹6351,Crd,,
T5140,U091,12-06-23,Expense,entertainment,Rs.1313,UPi,PUNE,Coffee
T12073,U039,09-01-22,Expense,RENT,Rs.387,Crd,HYD,Medicine
T12701,U017,07/16/2022,Expense,Health,2407,Crd,LUC,Movie tickets
T3877,U002,01/24/2023,Expense,travel,Rs.3999,CRD,kolkata,EMI payment
T3286,U080,2024-08-22,Income,Freelance,60670,CASH,,Gym membership
T11601,U073,2021-08-13,Expense,Utilities,2585,UPI,pune,Restaurant dinner
T7846,U055,2023-05-14,Expense,education,4227,cash,,EMI payment
T6024,U121,,Expense,Rentt,12417,Card,Hyderabad,misc
T3826,U018,29-02-2024,Expense,Entertainment,8718,CASH,pune,
T1749,U024,2023-12-17,Income,Investment,40858,UPI,Kolkata,Medicine
T11574,U013,2022-03-29,Expense,Foods,2845,Csh,Bangalore,
T13106,U147,04/29/2024,Expense,Fod,Rs.7932,Cash,CHE,!!!
T3387,U129,2021-09-01,Income,Others,25243,Crd,,Shopping
T4221,U116,2021-01-29,Expense,Fod,479,Csh,lucknow,Online course
T0569,U045,12/22/2022,Expense,others,₹5063,BankTransfer,LUCKNOW,Train ticket
T8649,U018,2021-03-16,Expense,FOOD,8067,,HYDERABAD,...
T7523,U120,11/02/2024,Expense,Other,9734,Bank Transfer,MUMBAI,Train ticket
T11043,U111,10-05-21,Income,Investment,157969,Upi,mumbai,Movie tickets
T10987,U076,2024-12-09,Expense,Educaton,8335,csh,mumbai,Internet bill
T11329,U008,26-07-23,Expense,food,7477,Csh,hyderabad,Grocery shopping
T5470,U072,07/06/2021,Income,Bonus,77877,card,DEL,!!!
T8398,U061,23-03-22,Expense,Foodd,230,bank transfer,PUN,Train ticket
T7828,U059,22-02-23,Expense,Utilties,4165,CARD,ahmedabad,Coffee
T9944,U143,02/22/2023,Expense,Food,4469,bank transfer,Bangalore,!!!
T0187,U092,15-12-21,Income,Salary,33995,cash,KOL,!!!
T11992,U004,2021-02-13,Expense,Travel,2391,Crd,BAN,
T8385,U106,2024-12-09,Income,Salary,40631,BankTransfer,PUN,
T4041,U112,26-07-24,Expense,,7695,Upi,,Monthly rent payment
T10725,U134,2022-11-29,Expense,EDU,2816,Crd,HYDERABAD,!!!
T4695,U030,2021-05-12,Expense,Foodd,3502,,mumbai,Restaurant dinner
T4784,U011,09/14/2022,Expense,Food,222,,MUMBAI,Online course
T10328,U026,,Expense,Saving,Rs.6214,Cash,AHM,Uber ride
T5682,U027,2022-08-02,Expense,rent,8810,csh,PUNE,Electricity bill
T8500,U117,22-01-24,Income,Freelance,511549,UPi,jaipur,asdfgh
T5443,U044,2023-05-28,Expense,Fod,6167,CASH,hyderabad,Uber ride
T13279,U008,2022-05-20,Income,Others,$74525,Card,JAIPUR,Movie tickets
T3150,U025,2024-03-07,Income,Freelance,33351,UPI,pune,...
T2918,U072,08-02-23,Expense,utilities,7362,Cash,jaipur,misc
T13681,U080,14-08-23,Expense,Traval,2207,CASH,Lucknow,Medicine
T5781,U065,,Expense,savings,5743,UPi,LUCKNOW,Movie tickets
T0736,U081,02/08/2023,Expense,Travl,665,csh,,
T1128,U140,2022-08-15,Expense,education,2979,cash,BAN,Train ticket
T9459,U067,08/27/2023,Expense,entertainment,7995,cash,BANGALORE,Grocery shopping
T2035,U066,02/26/2022,Expense,food,7805,cash,Bangalore,Monthly rent payment
T2652,U036,18-10-24,Expense,Saving,999999999,BankTransfer,Lucknow,Petrol
T13789,U123,12/15/2024,Expense,rent,3902,CRD,PUN,Restaurant dinner
T7696,U069,2022-07-01,Expense,Savings,₹2059,Bank_Transfer,jaipur,Online course
T0671,U064,2021-01-19,Expense,Food,1768,Bank Transfr,BAN,Shopping
T12751,U113,06/29/2022,Expense,Travel,7470,CRD,bangalore,Lunch
T4929,U123,05/28/2024,Expense,Health,8718,csh,LUC,
T6242,U121,05/03/2024,Expense,Foodd,2721,upi,BANGALORE,Online course
T9064,U117,01-11-22,Expense,RENT,7200,,Mumbai,Internet bill
T7275,U016,2022-06-24,Income,Freelance,₹45702,upi,JAI,test
T10524,U104,2023-04-25,Expense,Rnt,Rs.6023,CASH,JAIPUR,Restaurant dinner
T13963,U149,10/03/2021,Expense,Fod,5085,Csh,PUNE,asdfgh
T11583,U002,01-05-24,Expense,entertainment,2306,UPi,bangalore,Uber ride
T1740,U011,01/05/2021,Income,Others,18229,Upi,Ahmedabad,Movie tickets
T0320,U045,03/19/2021,Expense,Travel,₹5034,csh,LUC,misc
T7448,U011,2021-04-19,Expense,Rnt,9386,cash,HYD,Restaurant dinner
T13497,U034,2023-08-06,Income,Salary,₹36713,card,hyderabad,Restaurant dinner
T0706,U074,2024-03-13,Expense,Traval,9189,CASH,DEL,Gym membership
T11467,U058,01-03-2021,Expense,Foods,4129,cash,MUMBAI,Internet bill
T12562,U077,13-09-23,Expense,Utilties,1947,Upi,Kolkata,N/A
T1588,U024,27-04-2021,Expense,Entertainment,4200,upi,Delhi,Internet bill
T8798,U059,04-11-24,Expense,Entertain,₹5519,UPi,jaipur,Internet bill
T6915,U054,,Expense,rent,₹5990,bank transfer,LUCKNOW,misc
T1988,U148,08/02/2021,Expense,Rent,32169,CARD,KOLKATA,!!!
T2305,U017,08/11/2022,Income,Others,73108,Upi,Hyderabad,N/A
T11488,U060,2022-10-11,Expense,education,9420,cash,Bangalore,
T1704,U019,27-03-22,Income,Bonus,33482,card,LUCKNOW,Grocery shopping
T5950,U082,02-10-21,Expense,Misc,4290,csh,MUMBAI,Restaurant dinner
T5833,U016,06/02/2024,Expense,food,938,UPi,DEL,Online course
T5207,U073,24-08-21,Expense,Rnt,436,Csh,jaipur,Electricity bill
T8120,U118,08-12-2024,Income,Investment,₹55932,Bank_Transfer,Chennai,!!!
T7067,U102,02/26/2023,Expense,TRAVEL,1363,Upi,CHENNAI,Shopping
T7794,U149,01/09/2021,Expense,Travel,5615,CASH,Bangalore,Grocery shopping
T4424,U034,06/26/2024,Expense,travel,₹355,UPi,Ahmedabad,N/A
T0252,U018,2022-08-17,Expense,Foods,Rs.1588,cash,KOLKATA,Lunch
T4645,U072,02/22/2022,Expense,Rent,30779,Bank_Transfer,MUM,Lunch
T4685,U081,06/06/2023,Expense,TRAVEL,4072,CASH,CHE,
T4043,U058,2021-04-18,Expense,Entertainment,8886,CASH,hyderabad,Gym membership
T13653,U004,2022-12-03,Expense,Utlities,4890,,mumbai,!!!
T8604,U072,01/04/2023,Expense,Entertain,₹-500,BankTransfer,CHENNAI,Train ticket
T8128,U142,06-05-2022,Expense,food,Rs.6532,UPi,Mumbai,Restaurant dinner
T4070,U018,2021-04-15,Income,Others,26564,cash,Mumbai,Books
T4493,U068,2022-10-19,Expense,Utlities,8220,Bank Transfr,CHE,...
T7203,U066,2022-03-11,Expense,FOOD,7260,bank transfer,N/A,Fixed deposit
T0708,U018,05/17/2024,Expense,travel,1167,CRD,bangalore,Movie tickets
T1264,U148,,Expense,Fod,9365,CASH,CHENNAI,Online course
T1025,U074,23-10-2022,Income,Freelance,51393,Bank Transfr,ahmedabad,Shopping
T2296,U037,2024-07-11,Expense,TRAVEL,2608,,JAIPUR,!!!
T0549,U049,2023-05-17,Expense,Travel,1855,CRD,,N/A
T10851,U090,2021-11-13,Expense,Rent,23592,cash,Hyderabad,Train ticket
T8997,U071,2021-04-13,Expense,Entertain,4097,Bank Transfr,chennai,Monthly rent payment
T13095,U123,06/19/2023,Expense,Rent,$27897,,KOLKATA,
T13223,U019,22-07-24,Expense,Travel,2206,Upi,LUC,Lunch
T12434,U069,05-05-2023,Expense,Fod,6064,upi,pune,Electricity bill
T9032,U064,2023-09-30,Expense,Fod,,UPi,CHENNAI,
T0821,U149,2024-11-23,Expense,Utility,1954,Card,JAIPUR,Gym membership
T0766,U087,19-08-24,Expense,Educaton,$7621,UPI,JAI,test
T12075,U035,09/15/2024,Expense,Fod,1156,Cash,LUC,Online course
T2955,U137,06/13/2022,Expense,TRAVEL,8204,Upi,,Grocery shopping
T3923,U025,05/16/2023,Expense,Rentt,27034,csh,N/A,Books
T11176,U131,2023-02-03,Expense,Travel,8929,csh,AHM,...
T9206,U012,2022-05-06,Income,Salary,17856,Csh,MUM,asdfgh
T4395,U008,2023-04-07,Expense,Traval,8630,bank transfer,PUNE,Lunch
T7563,U148,04-11-24,Expense,Rent,47690,Bank Transfr,JAI,
T9380,U120,2022-04-14,Income,Others,46791,Bank_Transfer,Hyderabad,Train ticket
T7731,U076,05-09-21,Expense,Utility,1601,Upi,CHE,
T10255,U053,13-11-23,Income,Others,₹31321,Bank Transfer,BANGALORE,Lunch
T8610,U038,2024-10-12,Expense,RENT,3710,Cash,PUNE,
T10323,U016,25-05-21,Expense,EDU,5734,upi,Bangalore,asdfgh
T9971,U087,04-03-24,Expense,Entrtnmnt,2795,Upi,pune,Grocery shopping
T13335,U029,29-04-23,Income,Salary,45040,CASH,LUCKNOW,Shopping
T13651,U010,03/24/2023,Expense,Education,2596,Bank Transfr,MUMBAI,Gym membership
T3385,U037,12/28/2023,Expense,rent,552,card,Jaipur,Monthly rent payment
T9853,U059,29-04-2023,Expense,FOOD,7344,Bank Transfer,lucknow,Fixed deposit
T13718,U038,2022-11-19,Expense,rent,₹8629,Upi,DELHI,asdfgh
T8159,U061,2021-09-24,Income,Salary,₹13923,card,Pune,
T10075,U131,18-07-23,Expense,Rent,11474,UPI,MUM,Books
T1212,U104,11/08/2023,Expense,Travl,4398,bank transfer,AHM,Books
T10217,U029,2024-09-01,Expense,Travl,3064,upi,bangalore,Medicine
T5110,U116,07-03-24,Expense,Rent,7733,csh,DEL,!!!
T5471,U115,04/30/2022,Expense,RENT,3243,CRD,LUC,Movie tickets
T9260,U148,09/15/2022,Expense,TRAVEL,5177,bank transfer,JAI,Movie tickets
T8213,U146,04/11/2022,Expense,,5891 INR,Bank Transfer,KOLKATA,Books
T11592,U146,2023-08-22,Expense,TRAVEL,1661,Card,KOL,Shopping
T13218,U049,2024-07-31,Expense,Traval,Rs.1701,card,BAN,Internet bill
T4470,U049,2024-04-21,Expense,Rnt,8034,bank transfer,KOL,Shopping
T6540,U088,04-07-22,Expense,Foodd,2342,card,,Coffee
T13473,U084,2023-01-30,Expense,Rentt,12318,UPI,Bangalore,xyz123
T7722,U067,10/13/2023,Expense,entertainment,6373,card,Delhi,misc
T5154,U023,16-05-24,Expense,Foodd,3651,Bank Transfer,Bangalore,Train ticket
T11094,U002,2024-09-12,Expense,Helth,9538,Bank_Transfer,Pune,
T12912,U084,2022-01-03,Expense,Utilities,1153,UPI,Mumbai,
T5633,U150,2023-12-13,Expense,Savings,3478,Bank_Transfer,PUN,Gym membership
T8092,U092,2021-11-16,Expense,Rentt,38338,CARD,ahmedabad,
T1565,U088,2024-02-10,Expense,Foodd,1182,card,Hyderabad,
T6791,U141,06/06/2022,Expense,entertainment,8980,csh,HYD,Medicine
T9104,U031,12/27/2023,Expense,RENT,6403,BankTransfer,KOLKATA,Doctor consultation
T4300,U098,06/15/2024,Expense,RENT,$2577,UPi,PUNE,!!!
T1208,U049,12/25/2021,Expense,Educaton,1256,CASH,Hyderabad,Online course
T11346,U068,2022-05-29,Expense,Fod,1730,,Hyderabad,Uber ride
T5353,U128,2021-08-28,Expense,entertainment,7052,CARD,DEL,
T10336,U147,02/18/2021,Expense,food,4813,card,N/A,Movie tickets
T2102,U085,08/22/2024,Expense,health,1339,Card,LUCKNOW,Grocery shopping
T9433,U141,2023-05-04,Expense,food,4645,card,JAI,Internet bill
T7393,U069,2024-12-25,Income,Bonus,₹880897,Card,BAN,Gym membership
T12004,U011,11-08-24,Income,Salary,59168,cash,Pune,Train ticket
T7459,U055,23-06-24,Expense,utilities,9616,UPi,AHM,
T4310,U077,2022-09-24,Expense,Utilties,Rs.2229,upi,,!!!
T9144,U076,23-04-21,Expense,Rent,10372,Bank_Transfer,LUC,!!!
T0751,U105,2021-08-06,Expense,Foods,1592,CASH,Delhi,EMI payment
T13315,U131,24-06-24,Expense,Rnt,4507,Bank Transfr,LUCKNOW,Electricity bill
T10212,U140,01/29/2021,Income,Salary,44992,Upi,hyderabad,Shopping
T12076,U107,06/11/2022,Income,Investment,Rs.55153,Cash,ahmedabad,Medicine
T2510,U063,2024-08-03,Expense,Fod,6905,CRD,HYDERABAD,
T0285,U077,16-02-23,Expense,Rent,13817,Bank_Transfer,chennai,Electricity bill
T9738,U017,07-03-2023,Expense,TRAVEL,4848,Card,Chennai,EMI payment
T5660,U129,06/15/2021,Expense,food,5865,bank transfer,pune,Petrol
T1061,U132,09/02/2022,Income,Bonus,Rs.67414,UPi,Lucknow,N/A
T10644,U029,2023-10-21,Expense,Fod,₹6111,Crd,PUNE,
T7726,U069,10/23/2024,Expense,RENT,$1365,UPi,Pune,Grocery shopping
T1337,U039,20-05-24,Expense,savings,6151,Csh,Ahmedabad,Movie tickets
T10544,U059,2024-01-05,Income,Bonus,69872,Cash,mumbai,Restaurant dinner
T9761,U029,24-06-22,Income,Investment,34091,upi,LUCKNOW,Shopping
T12782,U028,2023-12-24,Expense,rent,₹4252,bank transfer,Ahmedabad,
T10444,U088,2022-03-20,Expense,entertainment,-500,cash,,Restaurant dinner
T3601,U044,15-05-22,Income,Salary,58578,CRD,Delhi,
T4879,U033,2022-11-12,Expense,Travel,1666,Csh,Delhi,
T12014,U133,,Expense,Foods,₹4105,CARD,HYDERABAD,Restaurant dinner
T9572,U099,2021-04-21,Expense,RENT,5990,Bank Transfer,HYD,Doctor consultation
T8294,U035,2021-06-11,Expense,RENT,,upi,Hyderabad,Uber ride
T4001,U104,08/21/2024,Expense,Rent,11745,card,delhi,Train ticket
T1300,U063,01/07/2024,Expense,Travel,4354,BankTransfer,Bangalore,
T6716,U117,01/21/2023,Expense,Entertainment,₹999999,CASH,KOL,Uber ride
T1323,U093,09-01-21,Expense,Foods,4333,UPi,CHENNAI,Monthly rent payment
T10129,U143,13-07-24,Expense,Health,₹2130,csh,Lucknow,Uber ride
T13918,U115,2021-02-06,Expense,Food,₹2220,Cash,DEL,!!!
T1449,U028,2024-06-07,Expense,FOOD,5177,CARD,CHENNAI,
T6254,U109,2024-11-25,Expense,Foodd,2792,Bank Transfer,Ahmedabad,Electricity bill
T1200,U105,26-04-2022,Expense,Foodd,₹3515,CARD,pune,Monthly rent payment
T2757,U049,11-12-24,Expense,Entertain,₹1266,cash,jaipur,misc
T1085,U072,18-08-2021,Expense,Utilities,203,card,KOLKATA,Fixed deposit
T9227,U009,2023-06-27,Income,Salary,35465,csh,Lucknow,misc
T2642,U056,2023-01-05,Expense,HEALTH,₹2115,CASH,AHM,Internet bill
T9340,U022,2022-08-21,Expense,travel,3503,Bank_Transfer,KOL,ATM withdrawal
T12740,U040,02/06/2024,Expense,RENT,4484,Cash,bangalore,!!!
T6152,U012,20-04-2022,Income,Salary,54591,,PUNE,asdfgh
T0845,U094,28-07-2024,Expense,Utilities,8299,card,DELHI,Train ticket
T9723,U129,09-03-2021,Income,Freelance,40910,BankTransfer,JAIPUR,N/A
T11264,U056,2024-09-29,Expense,FOOD,2093,Cash,bangalore,Books
T2647,U102,03-03-24,Expense,Utility,₹1727,Upi,BANGALORE,xyz123
T4179,U008,06/15/2024,Expense,Rent,$38838,,DEL,Fixed deposit
T3199,U092,2023-02-28,Expense,travel,5136,Cash,BANGALORE,Coffee
T7241,U003,01-08-2024,Income,Investment,₹61592,UPi,,Movie tickets
T10038,U099,,Expense,Travel,5373,,JAIPUR,Monthly rent payment
T4727,U104,12-04-22,Expense,Rnt,9627,card,Kolkata,Uber ride
T1792,U119,2021-10-09,Expense,Food,4406,Bank Transfr,Hyderabad,Train ticket
T0291,U012,11-09-24,Expense,Foods,2678,Bank Transfer,BANGALORE,Lunch
T1065,U006,06/18/2024,Income,Bonus,23810,Upi,PUN,...
T1013,U060,,Expense,Entertainment,263,BankTransfer,,...
T12411,U095,04/22/2024,Expense,HEALTH,7137,CARD,Kolkata,Electricity bill
T3346,U023,2023-12-14,Expense,Educaton,9662,card,Lucknow,
T8680,U064,2022-01-08,Expense,Utlities,4785,UPi,delhi,Coffee
T8296,U009,,Expense,Rent,39190,Card,KOL,Fixed deposit
T6619,U111,05/19/2023,Income,Bonus,45865,CARD,Kolkata,Books
T7818,U119,05/19/2021,Expense,travel,583,Bank_Transfer,bangalore,Shopping
T13634,U102,2021-12-01,Expense,Other,₹9387,UPi,hyderabad,Monthly rent payment
T9993,U120,02-04-2022,Expense,Educaton,5124,UPi,ahmedabad,Lunch
T12800,U010,2023-06-04,Expense,Foods,324,CARD,JAIPUR,Train ticket
T2227,U126,2022-06-24,Income,,56184 INR,bank transfer,JAI,
T1387,U017,2023-08-16,Expense,Entrtnmnt,1629,CARD,Delhi,Monthly rent payment
T13703,U024,2021-08-01,Expense,Utilties,Rs.2708,CRD,DEL,ATM withdrawal
T2178,U049,2023-07-13,Income,Freelance,,Bank Transfr,CHE,
T8450,U004,05-12-2024,Expense,RENT,2092,upi,pune,Monthly rent payment
T2154,U066,06/06/2023,Expense,utilities,1763,card,ahmedabad,test
T9216,U065,2024-06-22,Expense,education,5239,upi,BANGALORE,
T6539,U046,25-06-23,Expense,Utlities,5668,Bank_Transfer,PUNE,Petrol
T2755,U054,09-04-2024,Income,Salary,34107,Bank_Transfer,pune,Doctor consultation
T7740,U111,25-01-23,Expense,Travl,8540,csh,Ahmedabad,Grocery shopping
T0637,U063,12/09/2023,Expense,Health,1756,UPi,BAN,Coffee
T2749,U033,05-05-2021,Expense,Helth,7103,UPi,Pune,!!!
T11671,U091,10/02/2022,Expense,Foodd,4956,,jaipur,Coffee
T3169,U014,27-02-2024,Income,Bonus,24567,bank transfer,HYDERABAD,misc
T7072,U068,02/08/2021,Expense,Rent,6184,Bank Transfer,Ahmedabad,misc
T4648,U057,06-07-23,Expense,Misc,3226,UPI,CHENNAI,EMI payment
T2204,U049,02-03-2022,Expense,Rent,25651,UPi,DEL,misc
T10378,U132,2023-10-22,Expense,utilities,₹3499,Bank Transfer,MUM,ATM withdrawal
T5278,U050,17-01-24,Expense,education,9354,Bank Transfr,bangalore,Movie tickets
T11316,U053,06-10-2022,Expense,TRAVEL,6691,card,HYD,Doctor consultation
T4653,U078,2023-04-07,Expense,Rent,13033,Card,MUMBAI,N/A
T4505,U039,08/30/2022,Expense,Utilities,Rs.5628,Upi,lucknow,N/A
T1024,U122,2021-12-16,Expense,Rnt,₹6643,Card,Lucknow,Petrol
T8508,U054,08/03/2021,Expense,Rent,39484,Bank Transfr,LUCKNOW,Lunch
T3679,U101,04/11/2022,Expense,education,5595,CARD,LUC,Grocery shopping
T8203,U147,10/16/2024,Expense,Travel,$1396,UPI,chennai,
T9129,U149,12/22/2023,Expense,RENT,2325,Cash,HYD,
T13482,U039,01/18/2023,Expense,Saving,7379,Crd,lucknow,...
T13343,U112,25-04-2023,Expense,rent,1568,CASH,Ahmedabad,Online course
T3384,U110,07/17/2022,Expense,RENT,1759,Bank_Transfer,BANGALORE,
T13876,U129,2023-07-07,Expense,rent,1433,CARD,BANGALORE,!!!
T12679,U028,12/20/2024,Expense,RENT,5106,CASH,HYD,Grocery shopping
T4093,U098,2021-02-07,Expense,Fod,$7894,Csh,DELHI,Medicine
